Relationship_Status_Married,Relationship_Status_Single,Hometown_Clinton,Hometown_Franklin,Hometown_Lebanon,Hometown_Springfield,Hometown_Washington,Unit_Accounting and Finance,Unit_Human Resource Management,Unit_IT,Unit_Logistics,Unit_Marketing,Unit_Operarions,Unit_Production,Unit_Purchasing,Unit_Quality,Unit_R&D,Unit_Sales,Unit_Security,Decision_skill_possess_Analytical,Decision_skill_possess_Behavioral,Decision_skill_possess_Conceptual,Decision_skill_possess_Directive,Compensation_and_Benefits_type0,Compensation_and_Benefits_type1,Compensation_and_Benefits_type2,Compensation_and_Benefits_type3,Compensation_and_Benefits_type4,Gender,Age,Education_Level,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Work_Life_balance,VAR1,VAR3,VAR5,VAR6,VAR7,Attrition_rate
0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,59.0,3,34.0,2,50,1,4,7.0,3.0,3,-0.4537,1,5,3,0.2208
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,64.0,4,36.0,1,44,0,3,4.0,1.0,3,-0.4537,2,8,3,0.0505
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,27.0,3,4.0,1,37,1,3,8.0,1.0,4,-0.4537,2,6,3,0.0896
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,23.0,3,4.0,4,69,0,3,5.0,4.0,3,-0.4537,3,8,3,0.1015
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,40.0,3,13.0,4,53,2,3,7.0,4.0,3,0.7075,4,7,2,0.0122
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,25.0,4,6.0,1,41,0,4,7.0,3.0,3,-0.4537,3,8,3,0.0541
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,54.0,3,28.0,1,49,1,3,5.0,1.0,1,-0.4537,4,8,3,0.2679
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,51.0,3,27.0,3,28,1,2,6.0,3.0,3,-0.4537,5,6,3,0.2645
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,32.0,3,7.0,4,72,0,2,8.0,4.0,3,-0.4537,3,8,3,0.0849
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,65.0,4,30.0,3,23,0,2,7.0,3.0,4,-1.615,2,7,3,0.0125
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,36.0,3,14.0,1,40,0,3,5.0,4.0,3,0.7075,3,8,3,0.1311
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,25.0,5,6.0,2,72,0,3,3.0,2.0,5,-0.4537,3,9,3,0.0008
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,62.0,5,39.0,1,37,2,4,4.0,3.0,4,-0.4537,4,8,3,0.0031
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,42.0,3,14.0,3,71,1,3,6.0,1.0,3,-0.4537,3,5,3,0.0507
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,44.0,5,16.0,3,41,0,4,5.0,4.0,5,0.7075,2,6,3,0.0271
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,39.675506523814576,3,4.0,1,70,2,1,5.0,2.0,3,0.7075,2,8,3,0.1522
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,31.0,3,2.0,2,32,1,2,5.0,2.0,3,-0.4537,4,8,3,0.2721
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,23.0,5,4.0,2,54,1,1,5.0,1.0,3,-0.4537,1,8,3,0.0978
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,31.0,3,7.0,4,49,2,2,5.0,3.0,5,-0.4537,3,6,3,0.0193
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,45.0,2,21.0,1,64,0,4,3.0,4.0,3,0.7075,2,5,3,0.2638
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,26.0,3,4.0,2,29,1,3,9.0,2.0,5,-2.7762,3,6,3,0.3566
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,35.0,4,7.0,1,32,0,1,2.0,2.0,3,-0.4537,1,8,3,0.1371
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,60.0,2,38.0,1,58,2,3,10.0,1.0,3,-0.4537,3,6,5,0.1994
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,43.0,1,12.0,1,28,2,3,6.0,2.0,3,1.8688,1,8,4,0.2834
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,21.0,4,2.0,1,48,0,5,6.0,1.0,3,-0.4537,3,7,3,0.0444
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,62.0,5,25.0,2,73,1,3,5.0,2.0,3,0.7075,2,8,3,0.1761
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,27.0,5,4.0,2,26,1,3,6.0,2.0,3,1.8688,2,5,2,0.0544
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,54.0,4,31.0,3,72,1,2,6.0,3.0,3,-2.7762,3,8,2,0.0377
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,22.0,3,3.0,1,60,0,3,5.0,1.0,3,-0.4537,2,6,5,0.0496
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,21.0,2,2.0,2,28,0,4,5.0,3.0,3,0.7075,1,7,3,0.5557
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,22.0,4,3.0,3,47,0,3,8.0,1.0,2,-0.4537,3,6,5,0.7045
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,22.0,3,3.0,3,51,1,2,10.0,4.0,4,-0.4537,2,9,3,0.1134
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,54.0,3,21.0,3,64,1,3,6.0,1.0,3,0.7075,2,8,4,0.2901
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,36.0,2,10.0,3,52,1,3,6.0,1.0,3,-0.4537,3,7,3,0.125
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,24.0,5,5.0,4,64,1,3,8.0,3.0,1,0.7075,5,8,5,0.06
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,27.0,4,5.0,1,43,2,4,4.0,4.0,2,1.8688,2,8,5,0.2862
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,32.0,3,7.0,1,74,0,3,6.0,1.0,3,-2.7762,4,8,5,0.2962
0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,29.0,2,5.0,1,45,2,5,5.0,3.0,4,0.7075,3,7,3,0.2806
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,22.0,4,3.0,3,59,1,2,10.0,1.0,3,-0.4537,2,7,5,0.2546
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,57.0,3,22.0,2,41,1,3,8.0,4.0,5,-0.4537,3,6,5,0.6576
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,31.0,4,7.0,4,25,0,1,8.0,2.0,4,-0.4537,2,8,3,0.0127
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,58.0,3,13.390656874745002,1,58,1,2,3.0,4.0,3,0.7075,4,8,3,0.0518
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,60.0,2,31.0,2,45,0,3,8.0,1.0,3,0.7075,2,7,3,0.1588
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,21.0,3,2.0,1,43,1,3,6.0,5.0,5,-0.4537,2,8,3,0.1257
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,44.0,3,16.0,3,71,1,2,6.0,1.0,3,-1.615,3,6,5,0.0989
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,24.0,3,5.0,4,32,0,2,7.0,4.0,5,-0.4537,4,8,5,0.2867
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,39.675506523814576,2,5.0,1,55,0,3,5.0,3.0,4,0.7075,3,8,4,0.4139
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,21.0,5,2.0,1,33,1,3,10.0,4.0,2,-0.4537,3,8,3,0.1492
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,59.0,5,27.0,2,29,1,3,3.0,1.0,3,0.7075,3,6,5,0.4365
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,31.0,4,6.0,3,43,0,2,5.0,4.0,3,-1.615,3,9,3,0.1097
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,24.0,4,5.0,2,71,2,4,8.0,1.0,4,-0.4537,1,6,3,0.1375
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,59.0,3,30.0,3,68,0,3,5.0,3.0,3,0.7075,3,9,3,0.7049
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,27.0,3,4.0,1,67,0,1,4.0,3.0,3,0.7075,2,6,3,0.1544
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,25.0,1,6.0,1,24,1,3,7.0,3.0,3,-0.4537,3,6,1,0.1414
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,48.0,3,23.0,2,41,1,3,5.0,1.0,4,1.8688,1,7,2,0.1021
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,52.0,4,22.0,4,63,1,2,10.0,1.0,3,-0.4537,2,5,5,0.0471
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,59.0,3,22.0,3,30,0,2,8.0,1.0,1,0.7075,4,6,4,0.5802
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,59.0,4,36.0,3,20,1,2,7.0,2.0,3,0.7075,2,7,3,0.2641
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,24.0,3,5.0,3,51,0,5,5.0,1.0,1,-0.4537,3,7,4,0.163
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,43.0,3,21.0,2,43,1,4,3.0,3.0,1,-0.4537,2,8,4,0.5918
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,51.0,4,18.0,4,50,0,3,4.0,4.0,4,0.7075,4,5,4,0.2686
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,37.0,3,11.0,3,55,1,2,4.0,4.0,2,-0.4537,3,8,2,0.6889
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,65.0,2,34.0,1,24,1,1,6.0,1.0,3,0.7075,4,8,5,0.106
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,39.675506523814576,4,6.0,3,67,0,3,5.0,2.0,2,0.7075,4,6,3,0.1927
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,47.0,3,9.0,3,65,1,1,5.0,1.0,3,-1.615,2,5,3,0.0579
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,26.0,3,2.0,1,33,1,3,7.0,2.0,3,0.7075,4,9,3,0.1056
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,27.0,3,5.0,3,52,0,3,6.0,3.0,4,-0.4537,2,9,3,0.0291
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,24.0,3,5.0,1,70,1,4,8.0,1.0,3,0.7075,3,5,3,0.1566
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,64.0,3,33.0,4,58,0,3,6.0,2.0,3,-0.4537,2,7,2,0.1608
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,33.0,5,8.0,3,66,0,3,8.0,4.0,3,0.7075,1,8,3,0.0221
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,64.0,4,32.0,2,69,1,5,7.0,1.0,4,0.7075,3,8,4,0.0221
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,65.0,3,35.0,1,22,0,1,5.0,2.0,3,1.8688,3,8,3,0.0844
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,48.0,4,22.0,1,56,0,3,1.0,1.0,4,0.7075,2,5,3,0.1889
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,46.0,2,17.0,3,63,1,3,5.0,4.0,4,0.7075,3,7,3,0.1542
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,44.0,4,13.390656874745002,4,54,0,2,6.0,3.0,3,0.7075,3,7,4,0.0468
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,43.0,4,18.0,4,23,1,3,7.0,3.0,5,-0.4537,4,8,4,0.0149
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,45.0,3,22.0,4,51,0,4,8.0,1.0,3,1.8688,2,8,2,0.0669
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,35.0,3,13.0,3,56,1,2,5.0,4.0,3,-0.4537,1,8,3,0.2138
0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,24.0,4,5.0,3,54,1,2,8.0,3.0,3,0.7075,2,8,5,0.2877
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,49.0,1,22.0,2,29,1,2,8.0,4.0,3,-0.4537,3,8,4,0.1964
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,35.0,4,12.0,3,56,0,4,6.0,4.0,4,-0.4537,4,8,5,0.5781
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,20.0,1,1.0,1,42,1,2,5.0,3.0,3,-0.4537,3,8,3,0.0939
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,45.0,3,15.0,4,33,0,4,6.0,1.0,2,-0.4537,2,8,3,0.1826
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,42.0,4,13.390656874745002,3,51,1,3,6.0,1.0,4,0.7075,2,8,2,0.2544
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,28.0,3,5.0,4,49,1,2,7.0,1.0,3,-0.4537,2,5,3,0.0873
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,20.0,1,1.0,1,67,1,3,5.0,4.0,3,-1.615,2,7,3,0.1892
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,29.0,4,5.0,4,36,0,2,7.0,3.0,2,-0.4537,3,6,3,0.1917
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,41.0,3,5.0,1,39,1,4,4.0,3.0,4,-0.4537,3,7,2,0.0781
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,58.0,4,22.0,2,72,1,2,8.0,3.0,4,1.8688,3,7,3,0.0322
1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,46.0,4,10.0,3,73,1,2,7.0,1.0,3,-1.615,2,8,3,0.2456
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,54.0,3,18.0,3,41,1,5,2.0,1.0,3,0.7075,2,7,3,0.0436
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,39.675506523814576,3,25.0,2,20,1,2,6.0,4.0,3,-0.4537,4,8,3,0.0719
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,48.0,4,26.0,1,52,1,2,6.0,3.0,4,-0.4537,3,7,5,0.1044
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,54.0,2,15.0,4,56,1,3,7.0,2.0,1,-0.4537,3,5,3,0.6784
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,57.0,3,34.0,2,49,1,4,8.0,1.0,3,-0.4537,4,8,4,0.1237
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,51.0,3,15.0,1,71,2,3,5.0,2.0,3,-0.4537,3,8,3,0.0925
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,49.0,4,20.0,4,28,0,2,7.0,3.0,3,0.7075,3,7,3,0.1114
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,28.0,4,6.0,4,69,0,2,8.0,2.0,2,-0.4537,3,8,1,0.1939
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,24.0,1,5.0,1,24,1,3,8.0,1.0,2,0.7075,3,5,3,0.2377
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,27.0,4,5.0,4,46,2,2,5.0,3.0,3,-0.4537,2,7,5,0.0701
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,24.0,3,5.0,4,71,1,4,2.0,3.0,3,-0.4537,3,7,3,0.255
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,40.0,3,13.0,4,35,1,3,6.0,2.0,3,0.7075,2,6,3,0.1996
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,38.0,5,10.0,1,39,1,3,9.0,1.0,4,0.7075,2,8,3,0.1679
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,46.0,2,11.0,3,74,0,1,4.0,3.0,4,0.7075,4,8,3,0.3245
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,39.675506523814576,3,32.0,1,38,1,2,9.0,1.0,3,-0.4537,3,7,3,0.037000000000000005
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,29.0,1,6.0,4,46,0,2,4.0,2.0,3,-0.4537,2,8,3,0.0646
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,43.0,3,14.0,4,33,1,3,1.0,4.0,1,0.7075,2,6,5,0.2716
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,27.0,2,3.0,3,67,1,3,2.0,2.0,4,0.7075,4,8,3,0.04
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,39.675506523814576,3,19.0,2,63,2,2,1.0,4.0,4,-0.4537,2,8,4,0.2774
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,37.0,4,10.0,1,55,0,1,5.0,1.0,3,-0.4537,3,7,3,0.152
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,51.0,4,16.0,2,70,0,4,3.0,3.0,4,-0.4537,3,8,5,0.1153
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,38.0,4,11.0,3,31,0,3,3.0,3.0,3,0.7075,4,7,2,0.4267
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,58.0,3,26.0,3,34,0,3,8.0,4.0,4,1.8688,3,8,3,0.0996
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,46.0,2,14.0,1,25,0,3,5.0,2.0,3,1.8688,3,6,3,0.1336
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,47.0,3,15.0,4,50,1,2,8.0,1.0,3,-2.7762,3,5,5,0.095
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,22.0,3,3.0,1,29,0,2,6.0,4.0,2,-0.4537,3,6,3,0.0056
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,26.0,2,3.0,3,38,1,2,7.0,4.0,4,0.7075,4,7,3,0.1787
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,62.0,2,23.0,3,61,0,2,10.0,2.0,2,-0.4537,3,8,3,0.0064
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,34.0,1,7.0,2,46,1,2,9.0,5.0,3,1.8688,2,6,4,0.0306
0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,43.0,4,10.0,4,70,1,3,4.0,1.0,3,-0.4537,3,5,2,0.0837
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,24.0,5,5.0,3,70,2,4,8.0,2.0,4,1.8688,3,7,3,0.2742
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,23.0,4,4.0,1,48,1,2,5.0,1.0,3,0.7075,3,7,4,0.017
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,27.0,3,4.0,3,22,0,3,6.0,1.0,3,-0.4537,3,8,3,0.0433
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,21.0,4,2.0,2,74,0,3,5.0,2.0,2,-0.4537,3,8,3,0.1382
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,47.0,4,18.0,3,70,1,3,7.0,1.0,3,-0.4537,2,7,3,0.2911
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64.0,3,34.0,2,66,1,5,2.0,2.0,3,0.7075,3,5,3,0.1262
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,30.0,3,8.0,2,34,1,2,6.0,2.0,4,0.7075,3,5,3,0.2828
0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,53.0,4,19.0,2,71,2,1,2.0,5.0,3,0.7075,2,6,5,0.0124
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,65.0,4,27.0,2,45,1,4,8.0,2.0,3,0.7075,5,8,3,0.1925
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,31.0,3,7.0,4,36,1,2,8.0,1.0,5,0.7075,3,8,2,0.1161
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,38.0,4,13.0,1,47,1,3,1.0,4.0,3,0.7075,2,7,3,0.102
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,22.0,3,3.0,1,68,0,2,4.0,1.0,4,0.7075,3,6,3,0.2313
